lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,label,handedness,confidence,image_path
0.0,0.0,0.0,-0.088327385,-0.18879522,-0.018245084,-0.15567967,-0.43035665,0.010378534,-0.103121154,-0.5876038,-0.070681244,0.11005478,-0.58051175,-0.081359826,-0.019521436,-0.86990184,-0.026402064,-0.14690216,-1.2121248,-0.05232542,-0.15075521,-1.5395057,-0.15834631,-0.26362026,-1.7343369,-0.08171199,0.08931937,-0.9940955,-0.06161381,0.09655158,-1.2445523,-0.07646247,0.09906157,-1.593363,-0.048368808,0.071860574,-1.936192,-0.16154046,0.26103202,-0.7676243,-0.07707873,0.20596297,-0.6635223,-0.05628406,0.18405019,-0.60212034,-0.15937902,0.23406263,-0.45259166,-0.09129491,0.31637722,-0.65393555,-0.09435128,0.3442189,-0.629622,-0.14285102,0.25497213,-0.49085385,-0.22580846,0.19859643,-0.4003412,-0.2187759,U,Right,0.96,aug_U_033.jpg
0.0,0.0,0.0,-0.11534232,-0.36339623,0.03233541,-0.1948072,-0.6714229,-0.053127848,-0.36656576,-0.68640864,-0.1649608,-0.30262068,-0.80896544,-0.25540358,-0.22873764,-0.9321775,-0.12933479,-0.07087128,-1.3207281,-0.17590982,-0.19529179,-1.5254419,-0.30276603,-0.2526643,-1.4013063,-0.37695363,0.112449974,-0.9926052,-0.045714676,0.10001585,-1.3471316,-0.101067126,0.0044575925,-1.6893493,-0.27064687,0.0026239962,-1.5255755,-0.2961303,0.19779047,-0.85194194,-0.04388281,0.22638904,-1.346743,-0.061782923,0.35406762,-1.5444797,-0.33054024,0.14272423,-1.3711056,-0.33362406,0.47052896,-0.6579088,0.029480848,0.43773833,-1.1299983,-0.28047162,0.41726103,-1.4082605,-0.21837236,0.35316384,-1.2429177,-0.2909339,O,Right,0.96,aug_O_025.jpg
0.0,0.0,0.0,-0.12144692,-0.3138927,-0.11165453,-0.43000826,-0.6697576,-0.17097026,-0.55033785,-0.75313437,-0.33459252,-0.3486879,-1.0065215,-0.27332297,-0.29961374,-1.1727843,-0.19700633,-0.28958452,-1.4935694,-0.38852933,-0.35199395,-1.8254632,-0.40375566,-0.3957669,-1.5455258,-0.48298264,-0.052837253,-0.9913982,-0.11974098,0.023086863,-0.88463634,-0.22720431,0.017639177,-0.7234655,-0.2920608,-0.032862697,-0.59871423,-0.21949282,0.23592934,-1.0945727,-0.10480848,0.13037314,-0.9393354,-0.23582523,0.08340334,-0.7986574,-0.23387222,0.011147387,-0.58181345,-0.2580195,0.33608034,-0.8284011,-0.12308399,0.54253614,-0.784879,-0.14739762,0.21353763,-0.69063723,-0.24341282,0.20268625,-0.5708687,-0.19663239,Q,Right,0.96,aug_Q_006.jpg
0.0,0.0,0.0,-0.25188333,-0.14585994,-0.026706083,-0.3872813,-0.5970623,-0.22600777,-0.3128684,-0.58239275,-0.25855017,-0.0665301,-0.70463014,-0.18671907,-0.18209186,-0.9171575,-0.06513534,-0.26671687,-1.4177155,-0.13902146,-0.32661843,-1.7850444,-0.17998205,-0.42791444,-2.19231,-0.23597126,0.0050184117,-0.9984815,-0.054860603,-0.03474517,-1.4912887,-0.1790613,-0.05400281,-1.892487,-0.22094144,0.09924496,-2.3378391,-0.24911055,0.21433876,-0.92223096,-0.048284315,0.1695412,-0.6719902,-0.22738546,0.04436976,-0.63438433,-0.26722777,0.16591501,-0.32085067,-0.23021403,0.36343688,-0.7667534,-0.05409526,0.44297662,-0.5420312,-0.13407964,0.33076942,-0.4506359,-0.2533784,0.17160268,-0.4025554,-0.22562334,R,Right,0.96,aug_R_009.jpg
0.0,0.0,0.0,-0.13642883,-0.41207036,-0.008128326,-0.3045827,-0.5424332,-0.121297725,-0.61028194,-0.6950643,-0.009512586,-0.8844863,-0.92417884,-0.21293579,-0.24839036,-0.95067996,-0.037370674,-0.082862265,-1.3259124,-0.05696491,-0.19344787,-1.6215801,-0.027872868,-0.25419,-2.0028389,-0.12116897,0.018230995,-0.99877375,0.04602934,0.011593126,-1.3520278,-0.12796636,0.015356452,-1.5796478,-0.2245863,-0.14198492,-1.2764369,-0.24793483,0.26243427,-0.8782517,0.010972472,0.14157009,-0.7778407,-0.09146981,0.112132914,-0.6438868,-0.20918296,0.112009235,-0.57936734,-0.124318235,0.36626488,-0.69683075,0.010148645,0.29609388,-0.7155645,-0.052439075,0.2631925,-0.5981816,-0.12140624,0.13520545,-0.47474295,-0.16753104,K,Right,0.96,aug_K_022.jpg
0.0,0.0,0.0,-0.022682488,-0.24696359,-0.10081495,-0.36131558,-0.58234054,-0.12050207,-0.073313504,-0.7365772,-0.17495145,0.11316563,-0.739131,-0.14428875,-0.12770225,-0.9351592,-0.0029405341,-0.2733923,-1.3251371,-0.1810636,-0.15464534,-1.7336624,-0.09663406,-0.17413104,-2.058747,-0.12368034,0.04146149,-0.9990249,0.015166346,0.08252132,-0.7795328,-0.12575635,0.035238117,-0.68931466,-0.13305385,0.047661092,-0.4891556,-0.26798975,0.2458645,-0.9625453,-0.05494129,0.23853917,-0.7468204,-0.12841722,0.15506992,-0.64303106,-0.08131224,0.19204493,-0.50099033,-0.17420773,0.43748897,-0.7262288,-0.03239918,0.28085622,-0.6604617,-0.12770909,0.4453614,-0.37350398,-0.13313037,0.24935336,-0.39251655,-0.2617231,1,Right,0.96,aug_1_010.jpg
0.0,0.0,0.0,-0.14987123,-0.32351944,-0.16780579,-0.29737428,-0.5881721,-0.17032154,-0.22395456,-0.6489688,-0.2966041,0.01376803,-0.68147194,-0.18923827,-0.18706112,-0.9938967,-0.06260681,-0.14923185,-1.3760527,-0.10819807,-0.17180881,-1.663297,-0.1949002,-0.24038668,-2.0497644,-0.28147873,0.03935656,-0.9934036,-0.10770374,-0.032478996,-1.4542514,-0.06347123,0.081790134,-1.6738052,-0.120681934,0.022084836,-2.2092175,-0.22604378,0.27283037,-0.91168815,-0.016332703,0.12633765,-0.8988371,-0.14312385,0.18679143,-0.64283425,-0.1551409,-0.0012455651,-0.5847661,-0.20645912,0.35536835,-0.697459,-0.060016144,0.23038663,-0.6713484,-0.14510824,0.1548239,-0.55938137,-0.23343357,0.17410003,-0.44912317,-0.2740664,R,Right,0.96,aug_R_033.jpg
0.0,0.0,0.0,-0.1551124,-0.24812105,0.0049122814,-0.28185835,-0.49639437,-0.16683052,-0.14565721,-0.6343376,-0.18058755,0.16868465,-0.7050509,-0.09609983,-0.09235821,-0.91777617,-0.07628332,-0.12408443,-0.7760345,-0.060000096,-0.030650215,-0.6348697,-0.12450965,-0.15664776,-0.56481075,-0.16649312,0.07706128,-0.99562335,-0.052873354,0.11066505,-0.8801541,-0.122911386,0.13622004,-0.5561938,-0.0861157,0.09094075,-0.46245328,-0.29954666,0.24529794,-0.9432376,0.0066235038,0.19020534,-0.73266137,-0.1574364,0.21638568,-0.6148305,-0.23123285,0.1508972,-0.58186185,-0.22259103,0.44955894,-0.8118561,-0.03160311,0.46798086,-0.66612756,-0.097268194,0.41267875,-0.5470779,-0.23555972,0.34653392,-0.3940685,-0.12327197,N,Right,0.96,aug_N_013.jpg
0.0,0.0,0.0,0.264157,-0.21303336,-0.06681211,0.5824466,-0.31031832,-0.15340859,0.8310107,-0.3312004,-0.22906111,1.0379053,-0.32871157,-0.31339958,0.957524,-0.18491428,-0.2431625,1.4394537,-0.1299135,-0.36486265,1.7528356,-0.08499351,-0.4355855,1.996498,-0.048787054,-0.4806897,0.9590718,0.011268171,-0.28293872,1.4844426,0.09167367,-0.41262802,1.8349762,0.1415858,-0.49751705,2.116767,0.17771678,-0.55294484,0.87830013,0.20202452,-0.31662387,1.3685347,0.28380212,-0.44032472,1.6982601,0.33392617,-0.49697503,1.9645224,0.37051922,-0.52800936,0.73241925,0.38717705,-0.34567016,1.1159639,0.4664891,-0.42598474,1.3689203,0.51230687,-0.43663803,1.5882624,0.54204464,-0.43830958,HELLO,Right,0.95,HELLO_011.jpg
0.0,0.0,0.0,-0.197235,-0.22849262,0.22907557,-0.382201,-0.47149828,0.36474743,-0.50400436,-0.61240846,0.44519496,-0.6121514,-0.67195654,0.5226008,-0.3895237,-0.84912986,0.40329352,-0.61871994,-1.0554714,0.54209596,-0.7539145,-1.1182623,0.6145112,-0.84843385,-1.1547185,0.656644,-0.409401,-0.8583263,0.30930027,-0.64602053,-1.0645797,0.46383688,-0.76148504,-1.0798628,0.50354004,-0.82924354,-1.062309,0.51501465,-0.41518947,-0.81340426,0.22051153,-0.65389454,-0.81798893,0.36354762,-0.6313111,-0.67648506,0.37579829,-0.56273216,-0.58148134,0.35606977,-0.42645878,-0.7362586,0.14374453,-0.6111443,-0.6733953,0.25775865,-0.601392,-0.5500377,0.28780976,-0.54059595,-0.4663284,0.2933833,E,Right,0.95,166.jpg
0.0,0.0,0.0,-0.16160591,-0.25699183,0.0033476562,-0.32457042,-0.5860588,-0.06246945,-0.19121352,-0.661098,-0.16260542,-0.024908574,-0.65773356,-0.223429,-0.12745485,-0.89335483,0.030412735,-0.17986694,-1.474473,-0.017413322,-0.19123979,-1.8824562,-0.1692158,-0.4022513,-2.229838,-0.1763551,0.13063648,-0.98993176,0.05449098,0.022574771,-1.4842575,-0.10442737,0.109502465,-2.0302112,-0.1085105,-0.053294342,-2.4019983,-0.14552875,0.22942248,-0.974775,0.025723925,0.3031412,-1.4328493,-0.07078625,0.46463254,-1.7289171,-0.05385146,0.33490807,-2.130878,-0.31269556,0.41656142,-0.793851,-0.13464019,0.43747738,-1.3242859,-0.07551404,0.6030579,-1.4861066,-0.097922795,0.4980255,-2.0089924,-0.2750232,4,Right,0.96,aug_4_031.jpg
0.0,0.0,0.0,-0.24943015,-0.13168147,0.0078074145,-0.37824932,-0.54218066,-0.059582256,-0.66769516,-0.70334595,-0.069409415,-0.9892556,-0.789148,-0.14261144,-0.21765728,-0.9160669,-0.03810838,-0.16926001,-0.7019497,-0.10796125,-0.23599978,-0.62822837,-0.1371434,-0.16051355,-0.47525352,-0.1425366,-0.009929368,-0.99883723,0.047175888,0.0776452,-0.6740476,-0.10070293,0.025809422,-0.5458287,-0.11599919,0.00012634152,-0.40829495,-0.06757901,0.122608535,-0.7967088,0.10392545,0.16756085,-0.6249075,-0.2051531,0.15259583,-0.56076926,-0.060071837,0.01914316,-0.47041678,-0.066682555,0.2837827,-0.6925123,0.015986612,0.5030325,-1.023512,-0.08493326,0.6031122,-1.3654295,-0.13294148,0.83876336,-1.7046082,-0.07264859,Y,Right,0.96,aug_Y_028.jpg
0.0,0.0,0.0,-0.1875389,-0.2378528,-0.12455692,-0.35236716,-0.6411703,-0.1217819,-0.12478306,-0.6638642,-0.17788741,-0.0029879664,-0.7017911,-0.23104393,-0.24497324,-0.8207883,-0.096223995,-0.20118064,-0.8343863,-0.149081,-0.10797162,-0.63256663,-0.16468182,-0.18418126,-0.49534243,-0.19904615,-0.08457829,-0.990723,-0.10636958,-0.07437824,-0.7511189,-0.123192355,-0.011692078,-0.59908,-0.2515627,0.003507747,-0.47290507,-0.16816474,0.12682506,-0.87575436,-0.05219368,0.07629355,-0.68741184,-0.13032861,0.08597537,-0.63159245,-0.1877215,0.04894599,-0.50657266,-0.23896664,0.29277226,-0.7214368,-0.12078529,0.25471485,-0.6543005,-0.18040709,0.23403929,-0.48018426,-0.20644785,0.173687,-0.40890378,-0.27968687,S,Right,0.96,aug_S_014.jpg
0.0,0.0,0.0,-0.12114614,-0.16756669,-0.12600122,-0.28911015,-0.6558914,-0.12294665,-0.116090134,-0.71105725,-0.25142273,0.06440121,-0.74274266,-0.2644449,-0.122084826,-0.9155893,-0.12324315,-0.08026444,-0.887013,-0.2198597,-0.12186868,-0.56401116,-0.16741115,0.019580072,-0.41537035,-0.19957568,0.067373656,-0.99710256,-0.03531785,0.029725969,-0.90207154,-0.17464195,0.045323506,-0.7826851,-0.3065768,0.059962202,-0.52713853,-0.23637182,0.360253,-0.9393543,-0.092860475,0.122972265,-0.79710096,-0.17846233,0.13629329,-0.71221375,-0.21451686,0.1360594,-0.53514975,-0.21177389,0.5391008,-0.80723387,-0.0136110615,0.28244418,-0.69897896,-0.21398136,0.31396082,-0.539015,-0.25192276,0.19034459,-0.5698295,-0.2021406,N,Right,0.96,aug_N_028.jpg
0.0,0.0,0.0,-0.08612232,-0.36205667,-0.007146381,-0.26771232,-0.63004625,-0.11796604,-0.11138828,-0.6828764,-0.13308138,0.021277588,-0.7557182,-0.185354,-0.18431532,-0.94053334,-0.064470276,-0.15382874,-0.87501246,-0.18182291,-0.09547196,-0.6487011,-0.20245877,-0.013957206,-0.5840111,-0.1589818,0.023513826,-0.9996923,0.007892511,0.08214356,-0.892963,-0.2531806,-0.023953594,-0.71744955,-0.20281701,0.091781445,-0.40767184,-0.22843716,0.17891017,-0.9087125,-0.038248345,0.057191428,-0.73154974,-0.09391622,0.10182911,-0.60647744,-0.25318682,-0.0007645897,-0.52957416,-0.15928708,0.32655483,-0.7379885,-0.08854081,0.3951426,-1.1299654,-0.08752134,0.20411675,-1.4027267,-0.30988252,0.24839164,-1.1741667,-0.3248797,J,Right,0.96,aug_J_007.jpg
0.0,0.0,0.0,-0.07047891,-0.32386425,-0.020689502,-0.3020447,-0.63940346,-0.037744645,-0.12303566,-0.75118554,-0.25027665,0.008109683,-0.6624144,-0.12266374,-0.19372724,-0.99401987,0.037605092,-0.3657118,-1.2648201,-0.028649997,-0.36784226,-1.6798104,-0.05027004,-0.5344324,-2.1019356,-0.12681943,0.020837354,-0.99977505,-0.0039703953,0.08486564,-1.3602442,0.046271868,0.28553718,-1.6937739,-0.027990151,0.5095046,-2.068344,-0.100900136,0.04049758,-0.9191753,0.033640537,0.11562241,-0.76492643,-0.13727994,0.08879993,-0.75539476,-0.14998685,0.12227578,-0.5106055,-0.17187749,0.26726222,-0.773029,-0.07835818,0.25923607,-0.6717315,-0.13481413,0.31622168,-0.6098656,-0.1612682,0.25693107,-0.45098883,-0.10891168,V,Right,0.96,aug_V_029.jpg
0.0,0.0,0.0,-0.025422586,-0.35106137,-0.09099239,0.21916218,-0.71925396,-0.13701785,0.6093156,-0.8956303,-0.21203135,0.9686163,-0.91306907,-0.29178333,0.6447935,-0.81529397,0.036535613,1.0043447,-1.0210289,-0.097073555,1.203777,-1.1401281,-0.19285645,1.3514693,-1.2359687,-0.2635116,0.77659506,-0.62952286,-0.024518562,1.0196625,-0.7433142,-0.30730343,0.6749443,-0.59962773,-0.38717386,0.36745375,-0.48703417,-0.36189994,0.851212,-0.43206516,-0.11139211,1.0434072,-0.5255626,-0.38847083,0.6532699,-0.3973457,-0.36029598,0.3561451,-0.3145401,-0.258861,0.88572806,-0.21182498,-0.20585434,0.9845821,-0.3068519,-0.37918365,0.6817458,-0.2393184,-0.3347863,0.43996283,-0.19196324,-0.25421008,G,Right,0.95,341.jpg
0.0,0.0,0.0,-0.2544837,-0.24538699,-0.06262174,-0.38771337,-0.4733522,-0.09944401,-0.28514633,-0.64927906,-0.0448325,-0.07551716,-0.5919096,-0.12801035,-0.26895282,-0.9493749,0.014592002,-0.35374704,-1.4013081,-0.038799427,-0.3698588,-1.7750111,-0.13957834,-0.44148824,-2.1009672,-0.16696285,-0.1523916,-0.9870758,-0.049579255,-0.097407535,-0.7396298,-0.16165024,0.07490843,-0.50898474,-0.09169209,-0.13433799,-0.5602739,-0.18797469,0.12658149,-0.8755444,-0.058692515,-0.033974048,-0.7641454,-0.13594697,0.035761423,-0.6146057,-0.21368381,0.10948734,-0.40693107,-0.11547023,0.31203464,-0.8012608,0.012310156,0.3255895,-0.549564,-0.08742409,0.2035113,-0.49335274,-0.1399481,0.064930975,-0.36418876,-0.19618294,Z,Right,0.96,aug_Z_022.jpg
0.0,0.0,0.0,-0.033202004,-0.24467826,-0.056073718,-0.32585534,-0.5619437,0.005027317,0.03201174,-0.60229677,-0.12201341,0.16270956,-0.66046417,-0.058524217,-0.049868446,-0.85422736,0.0878816,-0.09012121,-1.3916583,0.046080142,-0.18241434,-1.8478297,-0.13886684,-0.23430863,-2.1027267,-0.12435792,0.15277328,-0.98816794,0.013582392,0.08310867,-1.4845084,-0.015934302,0.16456237,-1.8406004,-0.06437837,0.05588659,-2.2210493,-0.10522793,0.33449623,-0.77506703,0.092626244,0.40247065,-1.3378372,-0.0066728382,0.39078414,-1.6922517,0.04371944,0.517267,-2.0292509,-0.22236997,0.46487552,-0.62151957,0.081889264,0.5901106,-1.1583602,-0.073357955,0.70820713,-1.525929,-0.011904898,0.53950894,-1.8218931,-0.04417129,4,Right,0.96,aug_4_010.jpg
0.0,0.0,0.0,-0.2899688,-0.27732015,-0.17503299,-0.3492694,-0.56861484,-0.168603,-0.13847835,-0.75961745,-0.15788257,-0.02186316,-0.7738261,-0.18704341,-0.3054526,-1.0701461,-0.11159652,-0.2958616,-1.3186991,-0.096098796,-0.30218294,-1.746,-0.1695326,-0.397484,-2.0989752,-0.21557249,-0.046533275,-0.996217,-0.073391326,-0.014691049,-0.8214429,-0.21079585,-0.021438304,-0.6110123,-0.16823216,-0.018236162,-0.4729069,-0.18362619,0.24346875,-0.94723517,-0.0868855,0.12760419,-0.7456524,-0.10342899,0.0866682,-0.55413353,-0.2368115,0.10408669,-0.4362423,-0.24721916,0.32418007,-0.75517964,-0.08792046,0.15210608,-0.719309,-0.10598555,0.24803951,-0.5499301,-0.14316869,0.21201341,-0.4456363,-0.22217469,1,Right,0.96,aug_1_021.jpg
